index,class_representation,visual_fidelity,structural_integrity,diversity,beneficial_variations,explanation,filename,class_name,real_filename
5,0.7,0.7,0.8,0.9,0.8,"The plant is different but still a potted plant. The background is plain, which affects visual fidelity slightly.",aug-31-4.png,potted plant,2009_000635.jpg
6,0.8,0.8,0.9,0.7,0.6,"The plants are different but still recognizable as potted plants. The background is different, and the plant structure is slightly varied.",aug-31-5.png,potted plant,2009_000635.jpg
7,0.7,0.7,0.8,0.9,0.8,"The plant is different but still a potted plant. The background is plain, which affects visual fidelity slightly.",aug-31-6.png,potted plant,2009_000635.jpg
8,0.6,0.6,0.7,0.8,0.7,"The plant is different but still a potted plant. The background is plain, and the plant structure is slightly varied.",aug-31-7.png,potted plant,2009_000635.jpg
9,0.8,0.8,0.9,0.7,0.6,"The plants are different but still recognizable as potted plants. The background is different, and the plant structure is slightly varied.",aug-31-8.png,potted plant,2009_000635.jpg
10,0.9,0.8,0.9,0.6,0.5,The image is similar to the reference with slight variations in lighting and angle. Maintains class representation and structural integrity well.,aug-31-9.png,potted plant,2009_000635.jpg
1,0.9,0.8,0.9,0.7,0.7,"The image maintains the core features of a potted plant with slight variations in leaf shape and color. The visual quality is good, but there are minor artifacts.",aug-30-0.png,potted plant,2010_000567.jpg
2,0.9,0.8,0.9,0.7,0.7,"Similar to the first augmented image, this one maintains the core features well. The visual quality is good, with slight variations in leaf shape and color.",aug-30-1.png,potted plant,2010_000567.jpg
3,0.6,0.7,0.6,0.8,0.8,"This image introduces more significant variations in leaf shape and structure, which may affect class representation. The visual quality is decent, but the plant looks less typical.",aug-30-2.png,potted plant,2010_000567.jpg
4,0.5,0.6,0.5,0.9,0.9,"The plant in this image has a very different structure and leaf shape, which may confuse the classifier. The visual quality is moderate, with noticeable differences from the reference.",aug-30-3.png,potted plant,2010_000567.jpg
5,0.4,0.5,0.4,0.9,0.9,"This image shows a plant with a significantly different structure and leaf shape, which may not be easily recognized as the same class. The visual quality is moderate.",aug-30-4.png,potted plant,2010_000567.jpg
6,0.5,0.6,0.5,0.8,0.8,"The plant in this image has a different structure and leaf shape, which may affect class representation. The visual quality is moderate, with some artifacts.",aug-30-5.png,potted plant,2010_000567.jpg
7,0.4,0.5,0.4,0.9,0.9,"This image shows a plant with a significantly different structure and leaf shape, which may not be easily recognized as the same class. The visual quality is moderate.",aug-30-6.png,potted plant,2010_000567.jpg
8,0.4,0.5,0.4,0.9,0.9,"The plant in this image has a different structure and leaf shape, which may affect class representation. The visual quality is moderate, with some artifacts.",aug-30-7.png,potted plant,2010_000567.jpg
9,0.4,0.5,0.4,0.9,0.9,"This image shows a plant with a significantly different structure and leaf shape, which may not be easily recognized as the same class. The visual quality is moderate.",aug-30-8.png,potted plant,2010_000567.jpg
10,0.5,0.6,0.5,0.8,0.8,"The plant in this image has a different structure and leaf shape, which may affect class representation. The visual quality is moderate, with some artifacts.",aug-30-9.png,potted plant,2010_000567.jpg
1,0.2,0.3,0.1,0.5,0.4,"The image shows a distorted sheep-like figure, but the structure is highly unrealistic and the context is unnatural.",aug-32-0.png,sheep,2009_002988.jpg
2,0.2,0.3,0.1,0.5,0.4,"The image shows a distorted sheep-like figure, but the structure is highly unrealistic and the context is unnatural.",aug-32-1.png,sheep,2009_002988.jpg
3,0.3,0.4,0.2,0.5,0.4,"The image shows multiple distorted sheep-like figures, but the structure is highly unrealistic and the context is unnatural.",aug-32-2.png,sheep,2009_002988.jpg
4,0.2,0.3,0.1,0.5,0.4,"The image shows a distorted sheep-like figure, but the structure is highly unrealistic and the context is unnatural.",aug-32-3.png,sheep,2009_002988.jpg
5,0.2,0.3,0.1,0.5,0.4,"The image shows a distorted sheep-like figure, but the structure is highly unrealistic and the context is unnatural.",aug-32-4.png,sheep,2009_002988.jpg
6,0.2,0.3,0.1,0.5,0.4,"The image shows a distorted sheep-like figure, but the structure is highly unrealistic and the context is unnatural.",aug-32-5.png,sheep,2009_002988.jpg
7,0.2,0.3,0.1,0.5,0.4,"The image shows a distorted sheep-like figure, but the structure is highly unrealistic and the context is unnatural.",aug-32-6.png,sheep,2009_002988.jpg
8,0.2,0.3,0.1,0.5,0.4,"The image shows multiple distorted sheep-like figures, but the structure is highly unrealistic and the context is unnatural.",aug-32-7.png,sheep,2009_002988.jpg
9,0.2,0.3,0.1,0.5,0.4,"The image shows multiple distorted sheep-like figures, but the structure is highly unrealistic and the context is unnatural.",aug-32-8.png,sheep,2009_002988.jpg
10,0.2,0.3,0.1,0.5,0.4,"The image shows a distorted sheep-like figure, but the structure is highly unrealistic and the context is unnatural.",aug-32-9.png,sheep,2009_002988.jpg
1,0.5,0.4,0.3,0.7,0.6,"The image shows a sheep but in an unusual pose and context, which affects its structural integrity and visual fidelity.",aug-33-0.png,sheep,2011_002464.jpg
2,0.9,0.9,0.9,0.3,0.4,"The image closely resembles the reference image with minor variations, maintaining high class representation and visual fidelity.",aug-33-1.png,sheep,2011_002464.jpg
3,0.6,0.5,0.4,0.7,0.5,"The image shows a sheep but the context and pose are unusual, affecting its structural integrity and visual fidelity.",aug-33-2.png,sheep,2011_002464.jpg
4,0.4,0.4,0.3,0.6,0.5,"The image shows a sheep but in an unusual pose and context, which affects its structural integrity and visual fidelity.",aug-33-3.png,sheep,2011_002464.jpg
5,0.8,0.8,0.8,0.4,0.5,"The image closely resembles the reference image with minor variations, maintaining high class representation and visual fidelity.",aug-33-4.png,sheep,2011_002464.jpg
6,0.9,0.9,0.9,0.3,0.4,"The image closely resembles the reference image with minor variations, maintaining high class representation and visual fidelity.",aug-33-5.png,sheep,2011_002464.jpg
7,0.5,0.4,0.3,0.7,0.6,"The image shows a sheep but in an unusual pose and context, which affects its structural integrity and visual fidelity.",aug-33-6.png,sheep,2011_002464.jpg
8,0.7,0.6,0.5,0.6,0.5,"The image shows a sheep but the context and pose are unusual, affecting its structural integrity and visual fidelity.",aug-33-7.png,sheep,2011_002464.jpg
9,0.6,0.5,0.4,0.7,0.5,"The image shows a sheep but in an unusual pose and context, which affects its structural integrity and visual fidelity.",aug-33-8.png,sheep,2011_002464.jpg
10,0.7,0.6,0.5,0.6,0.5,"The image shows a sheep but the context and pose are unusual, affecting its structural integrity and visual fidelity.",aug-33-9.png,sheep,2011_002464.jpg
1,0.6,0.4,0.5,0.7,0.6,"The image contains a sofa, but the presence of a person and the overall distortion reduce clarity and structural integrity.",aug-34-0.png,sofa,2008_001399.jpg
2,0.4,0.3,0.4,0.6,0.5,"The sofa is partially visible and distorted, making it less distinguishable. The image quality is low.",aug-34-1.png,sofa,2008_001399.jpg
3,0.5,0.4,0.5,0.7,0.6,"The image contains a sofa, but the presence of a person and the overall distortion reduce clarity and structural integrity.",aug-34-2.png,sofa,2008_001399.jpg
4,0.5,0.4,0.5,0.6,0.5,"The sofa is partially visible and distorted, making it less distinguishable. The image quality is low.",aug-34-3.png,sofa,2008_001399.jpg
5,0.7,0.6,0.7,0.8,0.7,"The image closely resembles the reference with some beneficial variations in lighting and color, but slight distortions are present.",aug-34-4.png,sofa,2008_001399.jpg
6,0.6,0.5,0.6,0.7,0.6,"The image contains a sofa, but the presence of a person and the overall distortion reduce clarity and structural integrity.",aug-34-5.png,sofa,2008_001399.jpg
7,0.7,0.6,0.7,0.8,0.7,"The image closely resembles the reference with some beneficial variations in lighting and color, but slight distortions are present.",aug-34-6.png,sofa,2008_001399.jpg
8,0.6,0.5,0.6,0.7,0.6,"The image contains a sofa, but the presence of a person and the overall distortion reduce clarity and structural integrity.",aug-34-7.png,sofa,2008_001399.jpg
9,0.7,0.6,0.7,0.8,0.7,"The image closely resembles the reference with some beneficial variations in lighting and color, but slight distortions are present.",aug-34-8.png,sofa,2008_001399.jpg
10,0.7,0.6,0.7,0.8,0.7,"The image closely resembles the reference with some beneficial variations in lighting and color, but slight distortions are present.",aug-34-9.png,sofa,2008_001399.jpg
1,0.2,0.3,0.2,0.5,0.4,"The image is heavily distorted and the core features of a sofa are not clearly visible. The visual quality is poor, and the structure is not well maintained. There is some diversity, but the variations are not beneficial for classification.",aug-35-0.png,sofa,2009_004301.jpg
2,0.6,0.5,0.6,0.7,0.6,"The image shows a sofa-like structure but is somewhat distorted. The visual quality is moderate, and the structure is fairly maintained. There is good diversity and some beneficial variations.",aug-35-1.png,sofa,2009_004301.jpg
3,0.1,0.2,0.1,0.4,0.3,"The image is highly distorted and does not clearly represent a sofa. The visual quality is poor, and the structure is not well maintained. There is some diversity, but the variations are not beneficial.",aug-35-2.png,sofa,2009_004301.jpg
4,0.3,0.4,0.3,0.5,0.4,"The image is distorted and the core features of a sofa are not clearly visible. The visual quality is moderate, and the structure is somewhat maintained. There is some diversity, but the variations are not highly beneficial.",aug-35-3.png,sofa,2009_004301.jpg
5,0.2,0.3,0.2,0.5,0.4,"The image is heavily distorted and the core features of a sofa are not clearly visible. The visual quality is poor, and the structure is not well maintained. There is some diversity, but the variations are not beneficial for classification.",aug-35-4.png,sofa,2009_004301.jpg
6,0.2,0.3,0.2,0.5,0.4,"The image is heavily distorted and the core features of a sofa are not clearly visible. The visual quality is poor, and the structure is not well maintained. There is some diversity, but the variations are not beneficial for classification.",aug-35-5.png,sofa,2009_004301.jpg
7,0.2,0.3,0.2,0.5,0.4,"The image is heavily distorted and the core features of a sofa are not clearly visible. The visual quality is poor, and the structure is not well maintained. There is some diversity, but the variations are not beneficial for classification.",aug-35-6.png,sofa,2009_004301.jpg
8,0.2,0.3,0.2,0.5,0.4,"The image is heavily distorted and the core features of a sofa are not clearly visible. The visual quality is poor, and the structure is not well maintained. There is some diversity, but the variations are not beneficial for classification.",aug-35-7.png,sofa,2009_004301.jpg
9,0.2,0.3,0.2,0.5,0.4,"The image is heavily distorted and the core features of a sofa are not clearly visible. The visual quality is poor, and the structure is not well maintained. There is some diversity, but the variations are not beneficial for classification.",aug-35-8.png,sofa,2009_004301.jpg
10,0.2,0.3,0.2,0.5,0.4,"The image is heavily distorted and the core features of a sofa are not clearly visible. The visual quality is poor, and the structure is not well maintained. There is some diversity, but the variations are not beneficial for classification.",aug-35-9.png,sofa,2009_004301.jpg
1,0.7,0.6,0.7,0.8,0.7,"The image maintains the core features of a train but has significant visual alterations and artifacts. The structure is mostly intact, and the variations in design and color add diversity.",aug-37-0.png,train,2009_005287.jpg
2,0.6,0.5,0.6,0.8,0.7,"The image represents a train but with notable distortions and artifacts. The structure is somewhat preserved, and the variations in design and color contribute to diversity.",aug-37-1.png,train,2009_005287.jpg
3,0.9,0.8,0.9,0.6,0.7,"The image closely resembles the reference train with minor visual alterations. The structure is well-maintained, and the variations are beneficial for generalization.",aug-37-2.png,train,2009_005287.jpg
4,0.5,0.4,0.5,0.7,0.6,"The image has significant visual distortions and artifacts, making it less clear. The structure is somewhat preserved, and the variations add some diversity.",aug-37-3.png,train,2009_005287.jpg
5,0.6,0.5,0.6,0.8,0.7,"The image represents a train but with notable visual alterations and artifacts. The structure is somewhat preserved, and the variations in design and color contribute to diversity.",aug-37-4.png,train,2009_005287.jpg
6,0.5,0.4,0.5,0.7,0.6,"The image has significant visual distortions and artifacts, making it less clear. The structure is somewhat preserved, and the variations add some diversity.",aug-37-5.png,train,2009_005287.jpg
7,0.9,0.8,0.9,0.6,0.7,"The image closely resembles the reference train with minor visual alterations. The structure is well-maintained, and the variations are beneficial for generalization.",aug-37-6.png,train,2009_005287.jpg
8,0.9,0.8,0.9,0.6,0.7,"The image closely resembles the reference train with minor visual alterations. The structure is well-maintained, and the variations are beneficial for generalization.",aug-37-7.png,train,2009_005287.jpg
9,0.6,0.5,0.6,0.8,0.7,"The image represents a train but with notable visual alterations and artifacts. The structure is somewhat preserved, and the variations in design and color contribute to diversity.",aug-37-8.png,train,2009_005287.jpg
10,0.5,0.4,0.5,0.7,0.6,"The image has significant visual distortions and artifacts, making it less clear. The structure is somewhat preserved, and the variations add some diversity.",aug-37-9.png,train,2009_005287.jpg
1,0.8,0.7,0.8,0.9,0.8,"The image maintains the core features of a train and introduces a different type of train. The visual quality is good, but there are some artifacts. The structure is mostly intact, and the diversity is high with beneficial variations in design and context.",aug-36-0.png,train,2010_003274.jpg
2,0.9,0.8,0.9,0.7,0.7,"The image closely resembles the reference with minor changes. The visual quality is good, and the structure is well-maintained. The diversity is moderate, with some beneficial variations in the environment.",aug-36-1.png,train,2010_003274.jpg
3,0.7,0.6,0.7,0.8,0.7,"The image maintains the train class but has noticeable artifacts and distortions. The structure is somewhat preserved, and the diversity is high with beneficial variations in design and context.",aug-36-2.png,train,2010_003274.jpg
4,0.8,0.7,0.8,0.8,0.8,"The image maintains the core features of a train with some changes in design. The visual quality is good, but there are some artifacts. The structure is mostly intact, and the diversity is high with beneficial variations in design and context.",aug-36-3.png,train,2010_003274.jpg
5,0.9,0.8,0.9,0.7,0.7,"The image closely resembles the reference with minor changes. The visual quality is good, and the structure is well-maintained. The diversity is moderate, with some beneficial variations in the environment.",aug-36-4.png,train,2010_003274.jpg
6,0.9,0.8,0.9,0.7,0.7,"The image closely resembles the reference with minor changes. The visual quality is good, and the structure is well-maintained. The diversity is moderate, with some beneficial variations in the environment.",aug-36-5.png,train,2010_003274.jpg
7,0.8,0.7,0.8,0.8,0.8,"The image maintains the core features of a train with some changes in design. The visual quality is good, but there are some artifacts. The structure is mostly intact, and the diversity is high with beneficial variations in design and context.",aug-36-6.png,train,2010_003274.jpg
8,0.8,0.7,0.8,0.8,0.8,"The image maintains the core features of a train with some changes in design. The visual quality is good, but there are some artifacts. The structure is mostly intact, and the diversity is high with beneficial variations in design and context.",aug-36-7.png,train,2010_003274.jpg
9,0.9,0.8,0.9,0.7,0.7,"The image closely resembles the reference with minor changes. The visual quality is good, and the structure is well-maintained. The diversity is moderate, with some beneficial variations in the environment.",aug-36-8.png,train,2010_003274.jpg
10,0.8,0.7,0.8,0.8,0.8,"The image maintains the core features of a train with some changes in design. The visual quality is good, but there are some artifacts. The structure is mostly intact, and the diversity is high with beneficial variations in design and context.",aug-36-9.png,train,2010_003274.jpg
1,0.9,0.7,0.9,0.3,0.4,"The image maintains the core features of the class with dual monitors and a keyboard. However, the image quality is slightly lower, and there are minor artifacts.",aug-38-0.png,television,2007_000121.jpg
2,0.7,0.5,0.7,0.5,0.6,"The image shows two monitors and a keyboard, but the monitors are different models, and the image quality is lower with some artifacts.",aug-38-1.png,television,2007_000121.jpg
3,0.9,0.6,0.9,0.4,0.5,"The image maintains the core features of the class with dual monitors and a keyboard. However, the image quality is slightly lower, and there are minor artifacts.",aug-38-2.png,television,2007_000121.jpg
4,0.8,0.6,0.8,0.4,0.5,"The image maintains the core features of the class with dual monitors and a keyboard. However, the image quality is slightly lower, and there are minor artifacts.",aug-38-3.png,television,2007_000121.jpg
5,0.6,0.4,0.6,0.6,0.7,"The image shows two monitors and a keyboard, but the monitors are different models, and the image quality is lower with some artifacts.",aug-38-4.png,television,2007_000121.jpg
6,0.8,0.6,0.8,0.4,0.5,"The image maintains the core features of the class with dual monitors and a keyboard. However, the image quality is slightly lower, and there are minor artifacts.",aug-38-5.png,television,2007_000121.jpg
7,0.8,0.6,0.8,0.4,0.5,"The image maintains the core features of the class with dual monitors and a keyboard. However, the image quality is slightly lower, and there are minor artifacts.",aug-38-6.png,television,2007_000121.jpg
8,0.8,0.6,0.8,0.4,0.5,"The image maintains the core features of the class with dual monitors and a keyboard. However, the image quality is slightly lower, and there are minor artifacts.",aug-38-7.png,television,2007_000121.jpg
9,0.4,0.3,0.4,0.7,0.8,"The image shows two monitors and a keyboard, but the monitors are different models, and the image quality is lower with some artifacts.",aug-38-8.png,television,2007_000121.jpg
10,0.7,0.5,0.7,0.5,0.6,"The image shows two monitors and a keyboard, but the monitors are different models, and the image quality is lower with some artifacts.",aug-38-9.png,television,2007_000121.jpg
1,0.2,0.3,0.2,0.5,0.4,"The image contains a desk with various objects, but the television is not clearly visible or distinguishable.",aug-39-0.png,television,2010_005805.jpg
2,0.2,0.3,0.2,0.5,0.4,"The image contains a desk with various objects, but the television is not clearly visible or distinguishable.",aug-39-1.png,television,2010_005805.jpg
3,0.2,0.3,0.2,0.5,0.4,"The image contains a desk with various objects, but the television is not clearly visible or distinguishable.",aug-39-2.png,television,2010_005805.jpg
4,0.8,0.7,0.8,0.3,0.4,"The image is similar to the reference with a television and a cat, but the variations are minimal.",aug-39-3.png,television,2010_005805.jpg
5,0.2,0.3,0.2,0.5,0.4,"The image contains a desk with various objects, but the television is not clearly visible or distinguishable.",aug-39-4.png,television,2010_005805.jpg
6,0.8,0.7,0.8,0.3,0.4,"The image is similar to the reference with a television and a cat, but the variations are minimal.",aug-39-5.png,television,2010_005805.jpg
7,0.2,0.3,0.2,0.5,0.4,"The image contains a desk with various objects, but the television is not clearly visible or distinguishable.",aug-39-6.png,television,2010_005805.jpg
8,0.2,0.3,0.2,0.5,0.4,"The image contains a desk with various objects, but the television is not clearly visible or distinguishable.",aug-39-7.png,television,2010_005805.jpg
9,0.2,0.3,0.2,0.5,0.4,"The image contains a desk with various objects, but the television is not clearly visible or distinguishable.",aug-39-8.png,television,2010_005805.jpg
10,0.2,0.3,0.2,0.5,0.4,"The image contains a desk with various objects, but the television is not clearly visible or distinguishable.",aug-39-9.png,television,2010_005805.jpg
